icao,iata,name,city,country,lat,lon,elevation_ft
OPST,SKT,Sialkot International Airport,Sialkot,PK,32.535557,74.363892,837
OPSU,SUL,Sui Airport,Sui,PK,28.64509964,69.17690277,763
OPSW,RZS,Sawan Airport,Sawan Gas Field,PK,26.9662,68.878098,160
OPTA,TLB,Tarbela Dam Airport,Tarbela,PK,33.98609924,72.61139679,1114
OPTH,BDN,Talhar Airport,Badin,PK,24.84149933,68.83840179,28
OPTU,TUK,Turbat International Airport,Turbat,PK,25.9864006,63.03020096,498
OPWN,WAF,Wana Airport,Waana,PK,32.30469894,69.57039642,4550
OPZB,PZH,Zhob Airport,Fort Sandeman,PK,31.35840034,69.46360016,4728
ORAA,IQA,Al Asad Air Base,Hīt,IQ,33.78559875,42.44120026,618
ORAT,TQD,Al Taqaddum Air Base,Al Habbaniyah,IQ,33.33810043,43.5970993,275
ORBB,BMN,Bamarni Airport,Bamarni,IQ,37.098801,43.266602,3455
ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,33.262501,44.2346,114
ORBM,OSM,Mosul International Airport,Mosul,IQ,36.305801,43.1474,719
ORER,EBL,Erbil International Airport,Arbil,IQ,36.23759842,43.96319962,1341
ORKK,KIK,Kirkuk Air Base,Kirkuk,IQ,35.469501,44.3489,1061
ORMM,BSR,Basra International Airport,Basra,IQ,30.549101,47.662102,11
ORNI,NJF,Al Najaf International Airport,Najaf,IQ,31.989853,44.404317,103
ORSU,ISU,Sulaymaniyah International Airport,Sulaymaniyah,IQ,35.5617485,45.31673813,2494
OSAP,ALP,Aleppo International Airport,Aleppo,SY,36.180698,37.2244,1276
OSDI,DAM,Damascus International Airport,Damascus,SY,33.41149902,36.5155983,2020
OSDZ,DEZ,Deir ez-Zor Airport,Deir ez-Zor,SY,35.2854,40.175999,700
OSKL,KAC,Qamishli Airport,Qamishly,SY,37.020599,41.191399,1480
OSLK,LTK,Hmeimim Air Base,Latakia,SY,35.4011,35.9487,157
OSPR,PMS,Palmyra Airport,Tadmur,SY,34.5574,38.316898,1322
OTBD,DIA,Doha International Airport,Doha,QA,25.261101,51.565102,35
OTBH,XJD,Al Udeid Air Base,Ar Rayyan,QA,25.11730003,51.31499863,130
OTHH,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,13
OYAA,ADE,Aden International Airport,Aden,YE,12.8295,45.028801,7
OYAT,AXK,Ataq Airport,Ataq,YE,14.5513,46.826199,3735
OYBN,BHN,Beihan Airport,Beihan,YE,14.781714,45.719703,3800
OYGD,AAY,Al Ghaydah International Airport,Al Ghaydah,YE,16.193341,52.174186,134
OYHD,HOD,Hodeidah International Airport,Hodeida,YE,14.75300026,42.97629929,41
OYKM,KAM,Kamaran Airport,Kamaran,YE,15.368755,42.612515,51
OYMB,MYN,Marib Airport,Marib,YE,15.469228,45.327272,3300
OYMS,UKR,Mukeiras Airport,Mukayras,YE,13.9368,45.657,7080
OYQN,IHN,Qishn Airport,Qishn,YE,15.417,51.682999,100
OYRN,RIY,Riyan Mukalla International Airport,Riyan,YE,14.6626,49.375,54
OYSH,SYE,Sadah Airport,Sa'dah,YE,16.967542,43.728103,5938
OYSN,SAH,Sana'a International Airport,Sana'a,YE,15.47630024,44.21969986,7216
OYSQ,SCT,Socotra International Airport,Socotra Islands,YE,12.63070011,53.90579987,146
OYSY,GXF,Seiyun Hadhramaut International Airport,Seiyun,YE,15.9661,48.7883,2097
OYTZ,TAI,Ta'izz International Airport,Ta'izz,YE,13.68599987,44.13909912,4838
PAAK,AKB,Atka Airport,Atka,US,52.220299,-174.205994,57
PAAL,PML,Port Moller Airport,Cold Bay,US,56.006001,-160.561005,20
PAAP,PTD,Port Alexander Seaplane Base,Port Alexander,US,56.246799,-134.647995,0
PAAQ,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,61.594898,-149.08901,242
PAAT,ATU,Casco Cove Coast Guard Station,Attu,US,52.829797,173.173796,40
PABA,BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,70.134003,-143.582001,2
PABE,BET,Bethel Airport,Bethel,US,60.77980042,-161.8379974,126
PABG,BVU,Beluga Airport,Beluga,US,61.17219925,-151.0440063,130
PABI,BIG,Allen Army Airfield,Delta Junction Ft Greely,US,63.99449921,-145.7220001,1291
PABL,BKC,Buckland Airport,Buckland,US,65.981598,-161.149002,31
PABM,BMX,Big Mountain Airport,Big Mountain,US,59.362274,-155.260148,663
PABR,BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,71.285402,-156.766008,44
PABT,BTT,Bettles Airport,Bettles,US,66.913902,-151.529007,647
PACD,CDB,Cold Bay Airport,Cold Bay,US,55.207871,-162.725029,96
PACE,CEM,Central Airport,Central,US,65.573815,-144.780707,937
PACI,CIK,Chalkyitsik Airport,Chalkyitsik,US,66.644997,-143.740005,544
PACK,CYF,Chefornak Airport,Chefornak,US,60.136667,-164.279167,49
PACM,SCM,Scammon Bay Airport,Scammon Bay,US,61.84471,-165.575209,14
PACR,IRC,Circle City (New) Airport,Circle,US,65.827673,-144.076195,613
PACS,WSF,Cape Sarichef Airport,Cape Sarichef,US,54.583934,-164.905727,291
PACV,CDV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997,54
PACX,CXF,Coldfoot Airport,Coldfoot,US,67.25219727,-150.2039948,1042
PACY,CYT,Yakataga Airport,Yakataga,US,60.080974,-142.494541,12
PACZ,CZF,Cape Romanzof LRRS Airport,Cape Romanzof,US,61.78030014,-166.0390015,464
PADE,DRG,Deering Airport,Deering,US,66.068901,-162.766914,21
PADG,RDB,Red Dog Airport,Red Dog,US,68.032097,-162.899002,969
PADK,ADK,Adak Airport,Adak,US,51.883564,-176.642783,18
PADL,DLG,Dillingham Airport,Dillingham,US,59.04470062,-158.5050049,81
PADM,MLL,Marshall Don Hunter Sr Airport,Marshall,US,61.8643,-162.026001,103
PADQ,ADQ,Kodiak Airport,Kodiak,US,57.75,-152.4940033,78
PADU,DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,53.89881,-166.544996,22
PADY,KKH,Kongiganak Airport,Kongiganak,US,59.9608,-162.880997,30
PAED,EDF,Elmendorf Air Force Base,Anchorage,US,61.251709,-149.807097,212
PAEE,EEK,Eek Airport,Eek,US,60.213173,-162.044048,12
PAEG,EAA,Eagle Airport,Eagle,US,64.778003,-141.150455,908
PAEH,EHM,Cape Newenham LRRS Airport,Cape Newenham,US,58.64640045,-162.0630035,541
PAEI,EIL,Eielson Air Force Base,Fairbanks,US,64.66570282,-147.102005,547
PAEL,ELV,Elfin Cove Seaplane Base,Elfin Cove,US,58.19520187,-136.3470001,0
PAEM,EMK,Emmonak Airport,Emmonak,US,62.78609848,-164.4909973,13
PAEN,ENA,Kenai Municipal Airport,Kenai,US,60.570946,-151.245174,99
PAEW,WWT,Mertarvik Airport,Mertarvik,US,60.81037,-164.499511,346
PAFA,FAI,Fairbanks International Airport,Fairbanks,US,64.815102,-147.856003,439
PAFB,FBK,Ladd Army Airfield,Fairbanks,US,64.837502,-147.613998,454
PAFE,,Kake Airport,Kake,US,56.961312,-133.910202,172
PAFM,ABL,Ambler Airport,Ambler,US,67.105529,-157.855339,334
PAFR,FRN,Bryant Army Airfield,Fort Richardson,US,61.266399,-149.653,378
PAFS,NIB,Nikolai Airport,Nikolai,US,63.017949,-154.360399,441
PAGA,GAL,Edward G. Pitka Sr Airport,Galena,US,64.736198,-156.936997,153
PAGB,GBH,Galbraith Lake Airport,Galbraith Lake,US,68.47969818,-149.4900055,2663
PAGG,KWK,Kwigillingok Airport,Kwigillingok,US,59.876499,-163.169005,18
PAGH,SHG,Shungnak Airport,Shungnak,US,66.88809967,-157.1620026,197
PAGK,GKN,Gulkana Airport,Gulkana,US,62.155859,-145.454662,1586
PAGL,GLV,Golovin Airport,Golovin,US,64.550499,-163.007004,59
PAGM,GAM,Gambell Airport,Gambell,US,63.767694,-171.733303,27
PAGN,AGN,Angoon Seaplane Base,Angoon,US,57.497097,-134.56722,0
PAGQ,BGQ,Big Lake Airport,Big Lake,US,61.534658,-149.812936,158
PAGS,GST,Gustavus Airport,Gustavus,US,58.4253006,-135.7070007,35
PAGT,NME,Nightmute Airport,Nightmute,US,60.469129,-164.70407,4
PAGY,SGY,Skagway Airport,Skagway,US,59.460343,-135.316651,44
PAGZ,GMT,Granite Mountain Air Station,Granite Mountain,US,65.40209961,-161.2810059,1313
PAHC,HCR,Holy Cross Airport,Holy Cross,US,62.18830109,-159.7749939,70
PAHL,HSL,Huslia Airport,Huslia,US,65.697899,-156.350998,220
PAHN,HNS,Haines Airport,Haines,US,59.243921,-135.523925,15
PAHO,HOM,Homer Airport,Homer,US,59.644456,-151.479235,84
PAHP,HPB,Hooper Bay Airport,Hooper Bay,US,61.523899,-166.147003,13
PAHU,HUS,Hughes Airport,Hughes,US,66.04109955,-154.2630005,299
PAHX,SHX,Shageluk Airport,Shageluk,US,62.692144,-159.569035,79
PAHY,HYG,Hydaburg Seaplane Base,Hydaburg,US,55.205227,-132.830286,0
PAIG,IGG,Igiugig Airport,Igiugig,US,59.324001,-155.901993,90
PAII,EGX,Egegik Airport,Egegik,US,58.184386,-157.374873,92
PAIK,IAN,Bob Baker Memorial Airport,Kiana,US,66.976128,-160.439014,166
PAIL,ILI,Iliamna Airport,Iliamna,US,59.754398,-154.910996,192
PAIM,UTO,Indian Mountain LRRS Airport,Utopia Creek,US,65.992798,-153.703995,1273
PAIN,MCL,Denali National Park Airport,Denali Park,US,63.732465,-148.911266,1720
PAIW,WAA,Wales Airport,Wales,US,65.622593,-168.095,22
PAJN,JNU,Juneau International Airport,Juneau,US,58.355,-134.576004,21
PAJZ,KGK,Koliganek Airport,Koliganek,US,59.72660065,-157.2590027,269
PAKD,KDK,Kodiak Municipal Airport,Kodiak,US,57.806151,-152.373693,139
PAKF,KFP,False Pass Airport,False Pass,US,54.84751,-163.407168,20
PAKH,AKK,Akhiok Airport,Akhiok,US,56.938702,-154.182999,44
PAKI,KPN,Kipnuk Airport,Kipnuk,US,59.931796,-164.028196,11
PAKK,KKA,Koyuk Alfred Adams Airport,Koyuk,US,64.939499,-161.154007,154
PAKL,LKK,Kulik Lake Airport,Kulik Lake,US,58.98210144,-155.1210022,717
PAKN,AKN,King Salmon Airport,King Salmon,US,58.677845,-156.651965,73
PAKO,IKO,Nikolski Air Station,Nikolski,US,52.941552,-168.849478,77
PAKP,AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,68.133598,-151.742996,2102
PAKT,KTN,Ketchikan International Airport,Ketchikan,US,55.35559845,-131.7140045,89
PAKU,UUK,Ugnu-Kuparuk Airport,Kuparuk,US,70.33080292,-149.5980072,67
PAKV,KAL,Kaltag Airport,Kaltag,US,64.31864,-158.74197,181
PAKW,KLW,Klawock Airport,Klawock,US,55.579201,-133.076004,80
PAKY,KYK,Karluk Airport,Karluk,US,57.565919,-154.453762,137
PALB,KLN,Larsen Bay Airport,Larsen Bay,US,57.53516,-153.976455,87
PALG,KLG,Kalskag Airport,Kalskag,US,61.53630066,-160.3410034,55
PALJ,PTA,Port Alsworth Airport,Port Alsworth,US,60.201681,-154.325863,280
PALN,LNI,Point Lonely Short Range Radar Site Airfield,Point Lonely,US,70.911118,-153.237766,17
PALR,WCR,Chandalar Lake Airport,Chandalar Lake,US,67.50450134,-148.4830017,1920
PALU,LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,68.875099,-166.110001,16
PAMB,KMO,Manokotak Airport,Manokotak,US,58.932056,-158.901886,107
PAMC,MCG,McGrath Airport,McGrath,US,62.95289993,-155.6060028,341
PAMD,MDO,Middleton Island Airport,Middleton Island,US,59.44990158,-146.3070068,100
PAMH,LMA,Minchumina Airport,Minchumina,US,63.886002,-152.302002,678
